Restaurant Name,Address,Predictions
Smashburger,"7390 Las Vegas Blvd, Ste 100",Pass
Little Darlings,1514 Western Ave,Pass
Einstein Bros Bagels,8300 W Cheyenne Ave,Pass
Rosati's Pizza,430 E Silverado Ranch Blvd,Pass
JW Marriott Las Vegas Resort & Spa,221 N Rampart Blvd,Pass
Applebee's Grill + Bar,3340 S Maryland,Pass
Albertsons,5500 Boulder Hwy,Pass
Hecho en Vegas,3799 Las Vegas Blvd S,Pass
Applebee's Grill + Bar,500 N Nellis Blvd,Pass
Omelet House,316 N Boulder Hwy,Pass
CiCi's Pizza,6475 N Decatur Blvd,Pass
Vanguard Lounge,516 Fremont St,Pass
Jamba Juice,10830 W Charleston Blvd,Pass
McDonald's,1980 Village Ctr,Pass
Bogey's Bar & Grill,7770 W Ann Rd,Pass
Saga Pastry + Sandwich,"10345 S Eastern Ave, Ste 100",Pass
Carl's Jr.,4901 W Craig Rd,Pass
Smith's,8180 S Las Vegas Blvd,Pass
Parmezan Subs,10720 S Eastern Ave,Pass
Pt's Gold,7200 W Lake Mead,Pass
La Bonita Supermarket,6000 W Cheyenne Ave,Pass
Roberto's Taco Shop,"5725 Losee Rd, Ste 100",Pass
Real Donuts,2212 E Cheyenne Ave,Pass
Burger King,550 S Boulder Hwy,Pass
L & L Hawaiian Barbecue,7580 S Las Vegas Blvd,Pass
Jimmy John's,"10870 W Charleston Blvd, Ste 180",Pass
Roberto's Taco Shop,"193 N Gibson Rd, Ste 100",Pass
Smith & Wollensky,3767 Las Vegas Blvd S,Pass
7 Plus Water & Alkaline,4568 E Tropicana Ave,Pass
Jimmy John's,495 S Main St,Pass
Starbucks,"8780 West Charleston Blvd., 105",Pass
Cold Stone Creamery,"1829 W Craig Rd, Ste 2",Pass
Yellowtail by Chef Akira Back,3600 S Las Vegas Blvd,Pass
The Restaurant At Los Prados,5150 Los Prados Cir,Pass
Mansion Dining Room,3799 Las Vegas Blvd S,Pass
Capriotti's Sandwich Shop,1146 W Sunset Rd,Pass
El Pollo Loco,7205 S Eastern Ave,Pass
Legends Sports Bar & Grill,5866 Boulder Hwy,Pass
Grass Roots Juice Bar,"124 S 6th St, Ste 160",Pass
Mothership Coffee Roasters,2708 N Green Valley Pkwy,Pass
Billy's BBQ,"4115 S Grand Canyon Dr, Ste 100",Pass
Burger King,7400 S Las Vegas Blvd,Pass
Circus Buffet,2880 S Las Vegas Blvd,Pass
Mangos Beach Bar,"6650 W Vegas Dr, Ste 104",Pass
CREAM,"1980 Festival Plz Dr, Ste 165",Pass
Carl's Jr Restaurants,6960 W Tropicana Ave,Pass
Mary's Hash House,"2605 S Decatur Blvd, Ste 103",Pass
Pizza Hut,2625 E. Tropicana Ave,Pass
Winchell's Pub & Grill,199 E Warm Springs Rd,Pass
Raising Cane's,3535 W Tropicana Ave,Pass
Baccarat Lounge,"Bellagio, 3600 S Las Vegas Blvd",Pass
Buffalo Wild Wings,65 Horizon Ridge Parkway,Pass
Five Guys,"10271 S Eastern Ave, Ste 101",Pass
7th & Carson,"616 E Carson Ave, Ste 110",Pass
Pastry Palace,4523 W Sahara Ave,Pass
Starbucks,5975 W. Tropicana Ave,Pass
Vitality Bowls,"4870 Blue Diamond Rd, Ste 150",Pass
Laurita's Taco Shop,"8880 S Maryland Pkwy, Ste 103",Pass
El Pollo Loco,2375 E Sahara Ave,Pass
Arby's,10365 S Eastern Ave,Pass
Wienerschnitzel,2575 Windmill Pkwy,Pass
Katsuya,2535 S Las Vegas Blvd,Pass
Sweet Tomatoes,2080 N Rainbow Blvd,Pass
Ohjah Japanese Steakhouse,"2051 N Rainbow Blvd, Ste 102",Pass
Palms Race & Sports Book,4321 W Flamingo Rd,Pass
Fabulous Freddy's,7155 Grand Montecito Pkwy,Pass
The Cupcakery,"9680 S Eastern Ave, Ste 100",Pass
tsp baking company,"6120 N Decatur Blvd, Ste 103",Pass
Jolly Beans Cafe-Rainbow,2170 South Rainbow Blvd,Pass
Peg's Glorified Ham n Eggs,8465 W Sahara Ave,Pass
Starbucks,"6572 N Decatur Blvd, Ste 100",Pass
Atomic Liquors,917 Fremont St,Pass
I Love Yogurt,11700 W Charleston Blvd,Pass
L'Atelier de Joël Robuchon,3799 Las Vegas Blvd S,Pass
Panda Express,3999 Las Vegas Blvd S,Pass
Pt's Gold,2890 Bicentennial Pkwy,Pass
Starbucks,"3850 Las Vegas Blvd So, Excalibur Hotel & Casino",Pass
Sicilian Ristorante,3520 E Tropicana Ave,Pass
Irene's Cocktail Lounge,5480 Spring Mountain Rd,Pass
In-N-Out Burger,4888 Dean Martin Dr,Pass
Starbucks,7405 S Durango Dr,Pass
Trader Joe's,5639 Centennial Ctr Blvd,Pass
Bacon Bar,3520 N Rancho Dr,Pass
Go Raw Cafe,2910 Lake E Dr,Pass
Town Center Lounge II,2992 W Cheyenne Ave,Pass
Subway,118 Boulder Hwy,Pass
Cold Stone Creamery,"1311 W Sunset Rd, Ste 110",Pass
Seafood City Supermarket,3890 S Maryland Pkwy,Pass
The Front Row Lounge,4180 S Jones Blvd,Pass
Subway,"3210 S Nellis Blvd, Ste 120",Pass
Chili's,9051 W Charleston Blvd,Pass
Jack in the Box,2970 E Desert Inn Rd,Pass
Roberto's Taco Shop,"4955 E Craig Rd, Ste 2",Pass
Jack in the Box,4595 W Ann Rd,Pass
The Greens Gaming & Dining,2241 N Green Valley Pkwy,Pass
Speakeasy Liquor & Market,1006 E Charleston Blvd,Pass
McDonald's,3451 W Tropicana,Pass
Jimmy John's,2204 W Charleston Blvd,Pass
Salcianu Bistro,2110 E Flamingo Rd,Pass
Starbucks,3960 S. Las Vegas Blvd,Pass
Golden Spoon,"4870 Blue Diamond Rd, Ste 100",Pass
Applebee's Grill + Bar,699 N Stephanie St,Pass
Honey Baked Ham Company,6331 Centennial Ctr. Blvd.,Pass
New York Pretzel,"MGM Hotel & Casino Food Court, 3799 Las Vegas Blvd. South",Pass
Pizza Hut,1280 W. Warm Springs Rd,Pass
Morton's The Steakhouse,400 E Flamingo Rd,Pass
Circle K,5485 E Tropicana Ave,Pass
Einstein Bros Bagels,"360 E Tropicana Ave, Ste A101",Pass
Robertos Taco Shop,"5780 E Sahara, Ste 110",Pass
THE Steak House,2880 S Las Vegas Blvd,Pass
Timbers - Azure,7240 W Azure Dr,Pass
Putter's Bar & Grill,6945 S Rainbow Blvd,Pass
Starbucks,"7101 West Craig Road, 1",Pass
Tropical Smoothie Cafe,"3390 Novat Street, #110",Pass
Pt's Ranch,2430 E Pebble Rd,Pass
Fatburger,1301 W Sunset Rd,Pass
Snackers,3315 S Valley View Blvd,Pass
McDonald's,5947 Spring Mountain Rd,Pass
Napoli Pizzeria,"4760 W Sahara Ave, Ste 11",Pass
Subway,6495 S Pecos Rd,Pass
Outback Steakhouse,521 N Stephanie St,Pass
Pineapple Park,"10550 Southern Highlands Pkwy, Ste 110",Pass
Hop Nuts Brewing,"1120 S Main St, Ste 150",Pass
Serenade,"7920 S Rainbow Blvd, Ste 100",Pass
Samurai Sam's,"10300 W Charleston Blvd, Ste 7",Pass
El Pollo Loco,6131 W Lake Mead Blvd,Pass
Panda Express,"9795 W Charleston Blvd, Ste 103",Pass
Subway,777 W Lake Mead Pkwy,Pass
Farmer Boys,4833 W Charleston Blvd,Pass
Boomer's Bar,3200 W Sirius Ave,Pass
Tetsu,3730 Las Vegas Blvd S,Pass
Firehouse Subs,4761 S Maryland Pkwy,Pass
Raising Cane's,4655 W Charleston,Pass
Tacos Huevos,"107 E Charleston Blvd, Ste 150",Pass
Cha Garden,300 W Sahara Ave,Pass
McDonald's,301 Fremont St,Pass
The Butcher Block,1550 W Horizon Ridge Pkwy,Pass
Little Caesars Pizza,1758 E. Charleston Blvd.,Pass
Sierra Gold,6929 Aliante Pkwy,Pass
Starbucks,4507 Flamingo Rd,Pass
Popeyes Louisiana Kitchen,4950 W Flamingo Rd,Pass
Pizza Hut,"3000 W. Ann Road, #104",Pass
Starbucks,3799 Las Vegas Blvd S,Pass
Starbucks,"3215 St. Rose Parkway, #100",Pass
Maggiano's Little Italy,3200 Las Vegas Blvd S,Pass
Chipotle Mexican Grill,3200 Las Vegas Blvd S,Pass
Farmer Boys,4450 N Lamb Blvd,Pass
McDonald's,9760 S Las Vegas Blvd,Pass
Dunkin' Donuts,3481 S Durango Dr,Pass
Famous Dave's Bar-B-Que,4390 Blue Diamond Rd,Pass
Taco Bell Cantina,"3717 S Las Vegas Blvd, Ste 140-A",Pass
Durango Lodge,3399 S Durango Dr,Pass
Dairy Queen,2607 Windmill Pkwy,Pass
Denny's,3411 S Las Vegas Blvd,Pass
Subway,1750 N Buffalo Dr,Pass
Subway,1040 E Flamingo Rd,Pass
Tacos Tijuana,2930 Las Vegas Blvd N,Pass
Le Central,3655 Las Vegas Blvd S,Pass
Cilantro Tacos,"2300 N Rainbow Blvd, Ste 108",Pass
Giada,"The Cromwell Las Vegas Resort & Casino, 3595 Las Vegas Blvd South",Pass
PT's,4424 W Spring Mountain Rd,Pass
Jerusalem Mediterranean Chef's Table,4825 W Flamingo Rd,Pass
El Pollo Loco,5260 S Ft Apache,Pass
Baja Bar & Grill,4755 S Maryland Pkwy,Pass
Port of Subs,"5801 S Decatur Blvd, Ste 160",Pass
McDonald's,3700 S Paradise Rd,Pass
Burger King,2390 E Bonanza Rd,Pass
Function Juicery,"4220 S Grand Canyon Dr, Ste 6",Pass
Café Zupas,1381 W Sunset Rd,Pass
Jack in the Box,3235 W Tropicana Ave,Pass
Sababa Mediterranean Grill,3220 S Durango Dr,Pass
Roberto's Taco Shop,1311 W Craig Rd,Pass
Subway,10217 W Charleston Blvd,Pass
Samurai Sam's,7620 Las Vegas Blvd S,Pass
GlutenZero,"9500 S Eastern Ave, Ste 130",Pass
In-N-Out Burger,4705 S Maryland Pkwy,Pass
Excalibur Pool,"Excalibur Hotel And Casino, 3850 Las Vegas Blvd S",Pass
Red Rock Chocolate Factory,"2025 Festival Plaza Dr, Ste 110",Pass
Teddy's Bakery,5025 S Fort Apache Rd,Pass
Woods Family Sandwiches,"931 American Pacific Dr, Ste 106",Pass
Romano's Macaroni Grill,573 N Stephanie St,Pass
Capriotti's Sandwich Shop,3820 E Craig Rd,Pass
Park on Fremont,506 Fremont St,Pass
Design & Dine,"7250 S Durango Dr, Ste 120",Pass
IHOP,1401 S Decatur Blvd,Pass
Casa Don Juan  - Summerlin,1780 N Buffalo Dr,Pass
Giuseppe's Italian Grille,2630 W Horizon Ridge Pkwy,Pass
The Golden Tiki,3939 W Spring Mountain Rd,Pass
Subway,6648 N 5th St,Pass
David Montes NY Pizzeria,"955 W Craig rd, Ste 105",Pass
La favorita Market,573 E Twain Ave,Pass
Subway,"9175 S Las Vegas Blvd, Ste 100-A",Pass
Kopper Keg West,2257 S Rainbow Blvd,Pass
Brooklyn's Restaurant,10 Via Brianza,Pass
Claim Jumper Restaurant & Saloon,601 N Green Valley Pkwy,Pass
Wingstop,903 S Rainbow Blvd,Pass
Rocky Mountain Chocolate Factory,220 E Fremont St,Pass
Smith's,10616 S Eastern Ave,Pass
Pizza Hut,"10525 S Eastern Ave, Ste 130",Pass
Sporting Life Bar,7770 S Jones Blvd,Pass
Wienerschnitzel,4470 E Charleston,Pass
Green Valley Grocery,6875 W Russell Rd,Pass
Starbucks,"1300 West Sunset Road, #2625, Galleria Mall",Pass
Golden Spoon Frozen Yogurt,"3370 S Hualapai Way, Ste 125",Pass
House of Manchester Primal Brasserie -Organic Gluten-Free Fusion,"2256 Losee Rd, Ste E",Pass
Pilot Travel Center,3812 E Craig Rd,Pass
McDonald's,1406 W Craig Rd,Pass
Twin Peaks,"9510 S Eastern Ave, Ste 100",Pass
Cafe Moda,3400 S Jones Blvd,Pass
Chef Marc's Trattoria,8615 W Sahara Ave,Pass
Dragon Ass Coffee,2025 E Sahara,Pass
Jack In the Box,4040 S Rainbow Blvd,Pass
Wingstop,5045 W Tropicana Ave,Pass
Strip View Cafe,"3225 S Rainbow Blvd, Ste 106",Pass
Jack In The Box,"4161 St Rose Pkwy, Ste B",Pass
Terra Rossa,"Red Rock Casino Resort & Spa, 11026 W Charleston Blvd",Pass
Baja Fresh,"8780 W Charleston Blvd, Ste 100",Pass
McDonald's,8480 Farm Rd,Pass
Freakin' Frog,4700 S Maryland Pkwy,Pass
Bell's BBQ,"10895 S Eastern Ave, Ste 130",Pass
Paradise Pub,955 Grier Dr,Pass
Burger King,3620 W Tropicana Ave,Pass
Buffalo Wild Wings,"150 E Centennial Pkwy, Ste 101",Pass
Little Caesars Pizza,"5020 E. Tropicana Ave A1, Ste 1",Pass
Ciao Pizzeria,"3421 E Tropicana Ave, Ste F",Pass
The Underground - The Mob Museum,300 Stewart Ave,Pass
Burger King,5536 Boulder Hwy,Pass
Soul Food Cafe,"7320 S Rainbow Blvd, Ste 112",Pass
Tahiti Joe's,7200 Las Vegas Blvd S,Pass
Beauty Bar,517 Fremont St,Pass
Big Ern's BBQ,102 S 7th St,Pass
Edible Arrangements,1291 S Decatur Blvd 140,Pass
Ice Monster Cafe,"7729 S Rainbow Blvd, Ste 9B",Pass
Timbers - Lake Mead,6330 E Lake Mead Blvd,Pass
Victory's Bar & Grill,2121 E Craig Rd,Pass
Jack In the Box,4860 S Decatur Blvd,Pass
Starbucks,6080 W. Badura Avenue,Pass
Annie's Kitchen,1212 D St,Pass
Dylans Grill and Pub,4401 E Sunset Rd,Pass
Frijoles & Frescas Grilled Tacos,4811 S Rainbow Blvd,Pass
Charlie Palmer Steak,3960 S Las Vegas Blvd,Pass
Zoozacrackers Deli,3131 Las Vegas Blvd S,Pass
Zodie's,3055 E Flamingo Rd,Pass
Khoury's Mediterranean Restaurant,"9340 W Sahara Ave, Ste 106",Pass
Winder Farms,"6420 Cameron St, Ste 203",Pass
Papa Murphy's,"10180 West Tropicana, Suite 133",Pass
Del Taco,4449 E Sunset Rd,Pass
Capriotti's Sandwich Shop,"90 S Stephanie St, Ste 140",Pass
Sbarro,3150 Paradise Rd,Pass
Jerry's Famous Coffee Shop,1821 N Las Vegas Blvd,Pass
Rhythm Kitchen,6435 S Decatur Blvd,Pass
West Wing Bar,3799 Las Vegas Blvd S,Pass
Pinkberry,3752 Las Vegas Blvd,Pass
Midtown,953 E Desert Inn Rd,Pass
Eiffel Tower Wine & Spirits,3655 Las Vegas Blvd,Pass
Rendezvous Cafe,2341 N Rainbow Blvd,Pass
Five Guys,"9484 W Flamingo Rd, Ste 180",Pass
Starbucks,10250 West Charleston Blvd,Pass
Cheeburger Cheeburger,8390 S Rainbow Blvd,Pass
Tropical Smoothie Cafe,"6360 Simmons Street, Suite 105",Pass
Port of Subs,949 S Rainbow Blvd,Pass
Village Pub & Poker,2610 Regatta Dr,Pass
Dunkin' Donuts,4125 S Eastern Ave,Pass
The Gourmet Cake Factory,1280 S Jones Blvd,Pass
Bachi Burger,"9410 W Sahara Ave, Ste 150",Pass
Ace Of Steaks,"5825 W Sahara Ave, Ste M",Pass
Roberto's Taco Shop,114 S Boulder Hwy,Pass
Subway,6500 Boulder Hwy,Pass
Village Pub & Poker,10900 S Eastern Ave,Pass
Don Chuy Mexican Grill,"7080 S Jones Blvd, Ste 102",Pass
Slices Pizzeria,4111 Boulder Hwy,Pass
Swirly Q Frozen Yogurt,"4632 S Maryland Pkwy, Ste 20",Pass
Bunkhouse Saloon,124 S 11th St,Pass
Pizza Hut,3101 Las Vegas Blvd N,Pass
Aroma Coffee Roasters,"2960 Westwood Dr, Ste 17",Pass
Wendy's,3995 S Durango Dr,Pass
Las Vegas Kettle Corn and Special Events,"110 N Boulder Hwy, Ste 110",Pass
Rubio's,"1500 N Green Valley Pkwy, Ste 210",Pass
Chipotle Mexican Grill,2023 E Lake Mead Blvd,Pass
TGI Fridays,4570 W Sahara Ave,Pass
PT's,5355 S Decatur Blvd,Pass
Dollar General Market,"3700 E Charleston Blvd, Ste 120",Pass
Tasty Grill,4140 S Durango Dr,Pass
Nutrition Rush,6050 N Decatur Blvd,Pass
Golden Gate Hotel & Casino,1 Fremont St,Pass
Green Valley Grocery,2599 Wigwam Pkwy,Pass
Panera Bread,605 Mall Ring Cir,Pass
Golden Spoon Frozen Yogurt,"10251 S Eastern Ave, Ste 120",Pass
Short Line Express Market,8096 S Durango Dr,Pass
Jack In The Box,2389 E Windmill Ln,Pass
Salsa Loca Mexican Grill,"4130 S Sandhill Rd, Ste A3",Pass
McDonald's,1501 W Lake Mead,Pass
Zabas Mexican Grill,9905 S Eastern Ave,Pass
Lady Luck Cafe & Catering,"35 E Basic Rd, Ste B",Pass
Starbucks,North-East corner of South Rainbow Blvd.,Pass
Golden Nugget Buffet,129 E Fremont St,Pass
Enso Tea Bar,"9410 W Sahara Ave, Ste 130",Pass
Drai's After Hours,3595 Las Vegas Blvd S,Pass
Sapphire Gentlemen's Club,3025 Sammy Davis Jr Dr,Pass
Cold Stone Creamery,"9350 W Sahara Ave, Ste 140",Pass
Globe Cafe,"8545 S Eastern Ave, Ste 101",Pass
Hearthstone Kitchen & Cellar,11011 W Charleston Blvd,Pass
Pt's Gold,582 E Silverado Ranch Blvd,Pass
Carl's Jr.,607 W Craig Rd,Pass
La Islena Market,2405 N Rainbow Blvd,Pass
Yummy Chinese restaurant,"4825 S Rainbow Blvd, Ste 205",Pass
McDonald's,4855 S Maryland Pkwy,Pass
Greens and Proteins,9809 W Flamingo Rd,Pass
Pt's Pub,"4825 W Flamingo Ave, Ste 3",Pass
Mimi's Cafe,7315 Arroyo Crossing Pkwy,Pass
Starbucks,3799 Las Vegas Blvd. South,Pass
Siena Italian Authentic Trattoria and Deli,9500 W Sahara Ave,Pass
Del Taco,8471 W Sahara Ave,Pass
barMASA,3730 Las Vegas Blvd S,Pass
Tokyo Peking Asian Restaurant,"750 E Pyle Ave, Ste 108-109",Pass
Chile Verde Express Mexican Grill,8095 S Rainbow Blvd,Pass
Studio B Buffet,12300 Las Vegas Blvd S,Pass
Blue Dogs Pub,"3430 E Tropicana Ave, Ste 29",Pass
Joe Vicari's Andiamo Italian Steakhouse,301 Fremont St,Pass
Yukon Grille,4575 Boulder Hwy,Pass
The Chicken Shack,"10445 Spencer St, Ste 120",Pass
SNS Diner,1100 E Colton Ave,Pass
Pieology Pizzeria,"365 Hughes Center Dr, Ste 130",Pass
Village Pub & Poker,4563 E Sunset Rd,Pass
Fiesta Henderson,777 W Lake Mead Pkwy,Pass
Albertsons,8350 W Cheyenne Ave,Pass
Ventano Italian Grill & Seafood,191 S Arroyo Grande Blvd,Pass
Joker's,1631 N Decatur Blvd,Pass
Rigos Taco,3140 S Valley View Blvd,Pass
Macayo Vegas,1741 E Charleston Blvd,Pass
Big Ern's BBQ,707 E Fremont St,Pass
Roberto's Taco Shop,"6320 Simmons St, Ste 130",Pass
Pink Box Doughnuts,7155 Grand Montecito Pkwy,Pass
Jack in the Box,6515 E Lake Mead Blvd,Pass
Church's Chicken,1625 E Charleston Blvd,Pass
Mariscos Playa Escondida,"1203 E Charleston Blvd, Ste 140",Pass
Tower Pizzeria,2000 S Las Vegas Blvd,Pass
IHOP,9480 W Sahara Ave,Pass
Babes Cabaret,5901 Emerald Ave,Pass
Spago by Wolfgang Puck,"The Forum Shops At Caesars, 3500 Las Vegas Blvd S, Ste G1",Pass
Taco Bell,6520 N Buffalo,Pass
Subway,8000 W Sahara Ave,Pass
Jack in the Box,3311 S Nellis Blvd,Pass
Panda Express,6630 N Durango Dr,Pass
Jack in the Box,2301 S Decatur Blvd,Pass
Applebee's Grill + Bar,820 E Warm Springs Rd,Pass
Hash House A Go Go,3535 Las Vegas Blvd,Pass
Carrabba's Italian Grill,8771 W Charleston Blvd,Pass
Subway,3519 S Maryland Pkwy,Pass
ChillSpot by SasaSweets,"707 E Fremont St, Ste 1300",Pass
Fresh & Easy,600 S. Green Valley Pkwy,Pass
Wolfgang Puck Bar & Grill Summerlin,"10955 Oval Park Dr, Ste D3",Pass
Hash House A Go Go,"The M Resort, 12300 Las Vegas Blvd S",Pass
Donut Tyme,4268 E Charleston Blvd,Pass
Pita House,"1310 E Silverado Ranch Blvd, Ste 101",Pass
World Beverage Company,7475 S Eastern Ave,Pass
Five Guys,7290 W Lake Mead Blvd,Pass
Casa Cocina,2121 East Craig Rd,Pass
Redwood Bar and Grill,12 E Ogden Ave,Pass
Del Taco,4470 N Rancho Dr,Pass
Torrey Pines Pub,6374 W Lake Mead Blvd,Pass
El Dorado Express,3755 S Las Vegas Blvd,Pass
Carl's Jr.,5795 S Eastern Ave,Pass
In-N-Out Burger,1051 W Sunset Rd,Pass
Layers Bakery Cafe,6496 Medical Center St,Pass
Cannery Row Buffet,2121 E Craig Rd,Pass
Nacho Daddy Downtown,113 N 4th St,Pass
Elixir - A Local Lounge,"2920 N Green Valley Pkwy, Ste 6",Pass
iCheese Pizza & Sub,"4632 S Maryland Pkwy, Ste 12",Pass
Sushi Tower & Steakhouse,"4145 S Grand Canyon Dr, Ste 104",Pass
America's Mart,1797 E Cactus Ave,Pass
Cocolini's,3355 Las Vegas Blvd S,Pass
Putter's Bar & Grill,5025 S Eastern Ave,Pass
The Commissary Latin Kitchen by Richard Sandoval,206 N. 3rd St.,Pass
Church's Chicken,601 N Rancho Dr,Pass
Centerfolds Cabaret LV,4416 Paradise Rd,Pass
Olivia's Mexican Restaurant & Bar,3554 S Maryland Pkwy,Pass
McDonald's,8120 S Eastern,Pass
Raising Cane's,1120 E Flamingo Rd,Pass
Hawaiian Marketplace,3743 Las Vegas Blvd S,Pass
Wonderland Bakery,"2010 Festival Plaza Dr, Ste 150",Pass
Carson Kitchen,"124 S 6th St, Ste 100",Pass
Cafe Bellagio,3600 S Las Vegas Blvd,Pass
Arby's,725 N Nellis Blvd,Pass
Circle K,695 Valle Verde Dr,Pass
Burger King,6091 N Decatur Blvd,Pass
High Roller Pizzeria,"8174 S Las Vegas Blvd, Ste 101",Pass
Firelight Buffet,5111 Boulder Hwy,Pass
Carl's jr,758 S Boulder Hwy,Pass
Farmer Boys,5847 S Decatur Blvd,Pass
Starbucks,"591 N. Eastern Ave., 110",Pass
Burger King,1709 W Craig Rd,Pass
Capriotti's Sandwich Shop,11011 W Charleston Blvd,Pass
Buffalo's Pizza,"4045 S Buffalo Dr, Ste 108",Pass
The Piano Bar,3475 S Las Vegas Blvd,Pass
Pita Pit,4680 S Maryland Pkwy,Pass
Sambalatte,"6555 S Jones Blvd, Ste 100",Pass
Subway,"175 N Stephanie St, Ste 110",Pass
Mariscos El Puerto,1901 N Decatur Blvd,Pass
Don Tortaco,1000 E Cheyenne Ave,Pass
Liquor World,4503 Paradise Rd,Pass
Three Angry Wives,"8820 W Charleston Blvd, Ste 105",Pass
Subway,351 E Silverado Ranch Blvd,Pass
Farmer Boys,2341 N Las Vegas Blvd,Pass
Pizza Hut,"7450 W. Cheyenne Ave, #102",Pass
PT's Ranch,6450 S Durango Dr,Pass
Roadrunner Saloon,921 N Buffalo Dr,Pass
Sonoma Cellar,1301 W Sunset Rd,Pass
Denny's,7341 W Lake Mead Blvd,Pass
Del Taco,7480 W Lake Mead Blvd,Pass
Subway,4551 W Flamingo Rd,Pass
Arizona Charlie's Boulder,4575 Boulder Hwy,Pass
Starbucks,6381 Centennial Center Blvd.,Pass
Mesa Grill,3570 Las Vegas Blvd S,Pass
LaBella's Pizzeria,"6530 N Buffalo Dr, Ste 130",Pass
Red Ribbon Bakeshop,3890 S Maryland Pkwy,Pass
Subway,1795 Craig Rd,Pass
Blue Ox Central,"6000 S Eastern Ave, Ste 4A",Pass
Rivea,"3940 Las Vegas Blvd S, Fl 64",Pass
Famous Dave's Bar-B-Que,1951 N Rainbow Blvd,Pass
Garrett Popcorn Shops,"Miracle Mile Shops, 3663 Las Vegas Blvd S, Ste 50",Pass
Pt's Place,532 E Sahara Ave,Pass
Smashburger,"9460 S Eastern Ave, Ste 120",Pass
The Chicken Shack,"4950 S Rainbow Blvd, Ste 130",Pass
Jackson's Bar & Grill,6020 W Flamingo Rd,Pass
Subway,"10090 S Eastern Ave, Ste 110",Pass
The Perfect Scoop & Boba Tea,"7377 S Jones Blvd, Ste 115",Pass
Oil & Vinegar,10975 Sage Park Dr,Pass
Pisa Pizza,"3635 S Las Vegas Blvd, Ste 103",Pass
Tower Suite Bar,3131 Las Vegas Blvd S,Pass
Marco's Pizza,"9635 South Bermuda Rd, Ste 140",Pass
TC's Rib Crib,3655 S Durango Dr,Pass
The Nerd,"450 Fremont St, Ste 250",Pass
Taco Bell,2033 E Charleston Blvd,Pass
Pizzarelli,1288 S Nellis Blvd,Pass
Hogs and Heifers,201 N 3rd St,Pass
Big B's Texas BBQ,"3019 St Rose Pkwy, Ste 130",Pass
Metro Diner,"7305 S Rainbow Blvd, Ste 100",Pass
Chimera Golf Club,901 Olivia Pkwy,Pass
Jack In The Box,3790 E Tropicana Ave,Pass
Fat Boy,"1570 W Horizon Ridge, Ste 160",Pass
Purple Penguin Snowcone Shack,1500 W Horizon Ridge Pkwy,Pass
Holsteins,"3708 Las Vegas Blvd S, Level 2, Boulevard Tower",Pass
Blueberry Hill Family Restaurant,4875 W Flamingo Rd,Pass
Terrible Herbst,4070 Arville St,Pass
Port of Subs,"5715 S Eastern Ave, Ste 102",Pass
Pizza Hut,3850 S Las Vegas Blvd,Pass
Wendy's,2601 S Eastern Ave,Pass
Paina Cafe,"6870 Spring Mountain Rd, Ste G",Pass
Sultan's Grill- Henderson,"72 W Horizon Ridge Pkwy, Ste 105",Pass
Wendy's,8160 W Sahara Ave,Pass
Pt's Pub,1089 E Tropicana Ave,Pass
Sparrow + Wolf,"4480 Spring Mountain Rd, Ste 100",Pass
Don Tortaco Mexican Grill,1513 W Craig Rd,Pass
Taco Bell,4425 E Sunset Rd,Pass
Rachel's Kitchen,3330 S Hualapai Way,Pass
Crafted Buffet,2000 S Las Vegas Blvd,Pass
PRESS Bar & Lounge,3960 Las Vegas Blvd S,Pass
Shiftys Crows Nest,3805 W Sahara Ave,Pass
Carmine's Pizza Kitchen,2211 Maryland Pkwy,Pass
Subway,830 N Rancho Dr,Pass
Popcorn Girl,"8550 W Charleston Blvd, Ste 109",Pass
Dylans Sports Pub,40 N Nellis Blvd,Pass
Starbucks,"8164 S. Las Vegas Blvd., #100",Pass
